"clc_quartier","clc_secteur","haut_tot","haut_tronc","tronc_diam","fk_arb_etat","fk_stadedev","fk_port","fk_pied","fk_situation","fk_revetement","dte_plantation","age_estim","fk_prec_estim","dte_abattage","fk_nomtech","villeca","feuillage","remarquable","long","lat"
"OMISSY","Terrain aventure Europe",1200,600,46,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30368463566993,49.8659095279087
"OMISSY","Terrain aventure Europe",1200,600,50,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30369830330833,49.8659305509672
"OMISSY","Terrain aventure Europe",1200,600,100,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.303710395066,49.8659517965677
"OMISSY","Terrain aventure Europe",1200,600,72,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30371459586091,49.8659669022966
"OMISSY","Terrain aventure Europe",1200,600,51,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30372384805127,49.865982854452
"OMISSY","Terrain aventure Europe",1200,600,80,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30371333634711,49.8658755425024
"OMISSY","Terrain aventure Europe",1200,600,39,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30373033678067,49.8659026686669
"OMISSY","Terrain aventure Europe",1200,600,76,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30373901499851,49.8659261122744
"OMISSY","Terrain aventure Europe",1200,600,47,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30374629237115,49.8659501933327
"OMISSY","Terrain aventure Europe",1200,600,82,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30375048040713,49.8659764931393
"OMISSY","Terrain aventure Europe",1200,600,93,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30375404478271,49.8659975369261
"OMISSY","Terrain aventure Europe",1200,600,90,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30371347280455,49.8660007372735
"OMISSY","Terrain aventure Europe",1200,600,84,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30369370879025,49.8659983555576
"OMISSY","Terrain aventure Europe",1200,600,64,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30364681764052,49.8659646375351
"OMISSY","Terrain aventure Europe",1400,600,104,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30413002739633,49.8660120464144
"OMISSY","Terrain aventure Europe",1400,600,122,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30403537323585,49.8659382279158
"OMISSY","Terrain aventure Europe",1400,600,75,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30404733701479,49.8659383461862
"OMISSY","Terrain aventure Europe",1400,600,65,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.3040688368004,49.8659871825509
"OMISSY","Terrain aventure Europe",1400,600,80,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30407763702696,49.8660031277573
"OMISSY","Terrain aventure Europe",1400,600,90,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.3041191183193,49.8660209734397
"OMISSY","Terrain aventure Europe",1400,600,62,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30412464598526,49.8660106919986
"OMISSY","Terrain aventure Europe",1400,600,56,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30410668142291,49.8659644914897
"OMISSY","Terrain aventure Europe",1400,600,59,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30407991876347,49.8659424100404
"OMISSY","Terrain aventure Europe",1400,600,79,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30408443490203,49.8659123206978
"OMISSY","Terrain aventure Europe",1400,600,44,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30406793648852,49.8659514279466
"OMISSY","Terrain aventure Europe",1400,600,79,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30411794557403,49.8659980462587
"OMISSY","Terrain aventure Europe",1400,600,91,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30413738145455,49.8660372465642
"OMISSY","Terrain aventure Europe",1400,600,114,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30417320914254,49.866023955756
"OMISSY","Terrain aventure Europe",1400,600,72,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.3041583364601,49.8660008644674
"OMISSY","Terrain aventure Europe",1400,600,50,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.3041146728123,49.8660117373439
"OMISSY","Terrain aventure Europe",1400,600,52,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30411252714688,49.8659799462712
"OMISSY","Terrain aventure Europe",1400,600,72,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.3041279097686,49.8659524647979
"OMISSY","Terrain aventure Europe",1400,600,39,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30415237287454,49.8659583189815
"OMISSY","Terrain aventure Europe",1400,600,87,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30416519029385,49.8659339188902
"OMISSY","Terrain aventure Europe",1400,600,67,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30419158215792,49.8659486830301
"OMISSY","Terrain aventure Europe",1400,600,67,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.3041700733971,49.8659708921779
"OMISSY","Terrain aventure Europe",1400,600,86,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30417622771968,49.8659937192492
"OMISSY","Terrain aventure Europe",1400,600,69,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30419466420544,49.8660238192734
"OMISSY","Terrain aventure Europe",1400,600,75,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30422668207652,49.8660053463145
"OMISSY","Terrain aventure Europe",1400,600,86,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30426151760543,49.8659980466076
"OMISSY","Terrain aventure Europe",1400,600,73,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30424491780878,49.8660160732667
"OMISSY","Terrain aventure Europe",1400,600,61,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30422212746643,49.8659872647725
"OMISSY","Terrain aventure Europe",1400,600,67,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30417101786798,49.8659702280325
"OMISSY","Terrain aventure Europe",1400,600,71,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30418478187415,49.8659621099434
"OMISSY","Terrain aventure Europe",1400,600,54,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30418899105833,49.8659496013758
"OMISSY","Terrain aventure Europe",1400,600,67,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30422939107839,49.8659390920493
"OMISSY","Terrain aventure Europe",1400,600,77,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30419688246643,49.865920128125
"OMISSY","Terrain aventure Europe",1400,600,72,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30429319149865,49.8658823919301
"OMISSY","Terrain aventure Europe",1400,600,89,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30425199045772,49.8659110830035
"OMISSY","Terrain aventure Europe",1400,600,44,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30426169111072,49.86589704621
"OMISSY","Terrain aventure Europe",1400,600,64,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30425209958051,49.8659120824622
"OMISSY","Terrain aventure Europe",1400,600,53,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30425407296079,49.8659429920138
"OMISSY","Terrain aventure Europe",1400,600,62,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30422340010282,49.8660029642475
"OMISSY","Terrain aventure Europe",1400,600,58,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30420885444187,49.8659953824932
"OMISSY","Terrain aventure Europe",1400,600,58,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30427300936205,49.8660267917645
"OMISSY","Terrain aventure Europe",1400,600,50,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30430892779679,49.8659895644269
"OMISSY","Terrain aventure Europe",1400,600,50,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30434966364865,49.8659237645368
"OMISSY","Terrain aventure Europe",1400,600,84,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30427722690136,49.8659115552546
"OMISSY","Terrain aventure Europe",1400,600,79,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30424609155458,49.8659211550356
"OMISSY","Terrain aventure Europe",1400,600,75,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30425865466778,49.8659506373359
"OMISSY","Terrain aventure Europe",1400,600,51,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30424694566135,49.8659902644384
"OMISSY","Terrain aventure Europe",1400,600,51,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30423698249097,49.8660077281818
"OMISSY","Terrain aventure Europe",1400,600,98,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30428420902298,49.8659900375388
"OMISSY","Terrain aventure Europe",1400,600,48,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.3042905550471,49.8659722190485
"OMISSY","Terrain aventure Europe",1400,600,76,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30431910065343,49.8659621827357
"OMISSY","Terrain aventure Europe",1400,600,103,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30433323702656,49.8659672374142
"OMISSY","Terrain aventure Europe",1400,600,126,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30433385404259,49.8659545916047
"OMISSY","Terrain aventure Europe",1400,600,93,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","ALNCOR","VILLE","Feuillu","Non",3.30429061835619,49.8659303915766
"OMISSY","Terrain aventure Europe",1400,600,95,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.30430400047219,49.8659252916678
"OMISSY","Terrain aventure Europe",1400,600,129,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.30424577305872,49.8658998466254
"OMISSY","Terrain aventure Europe",1400,600,90,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.30423030044152,49.8658674823196
"Quartier de l'Europe","Gymnase Bertrand Gamess",1200,300,101,"EN PLACE","Adulte","cépée","Terre","Alignement","Non","Non renseigné",35,5,"Non renseigné","FRAEXC","VILLE","Feuillu","Non",3.29700419282137,49.8646001466495
"Quartier de l'Europe","Gymnase Bertrand Gamess",1200,400,118,"EN PLACE","Adulte","Libre","Terre","Alignement","Non","Non renseigné",35,5,"Non renseigné","FRAEXC","VILLE","Feuillu","Non",3.29694116401592,49.86459561929
"Quartier de l'Europe","Gymnase Bertrand Gamess",1200,300,103,"EN PLACE","Adulte","cépée","Terre","Alignement","Non","Non renseigné",35,5,"Non renseigné","FRAEXC","VILLE","Feuillu","Non",3.29688995528512,49.8645872842162
"Quartier de l'Europe","Gymnase Bertrand Gamess",1400,300,126,"EN PLACE","Adulte","cépée","Terre","Alignement","Non","Non renseigné",35,5,"Non renseigné","FRAEXC","VILLE","Feuillu","Non",3.29684164975953,49.8645778791072
"Quartier de l'Europe","Gymnase Bertrand Gamess",1200,300,166,"EN PLACE","Adulte","Libre","Terre","Alignement","Non","Non renseigné",35,5,"Non renseigné","FRAEXC","VILLE","Feuillu","Non",3.29678420957387,49.8645655553769
"Quartier de l'Europe","Gymnase Bertrand Gamess",1200,300,91,"EN PLACE","Adulte","Libre","Terre","Alignement","Non","Non renseigné",35,5,"Non renseigné","FRAEXC","VILLE","Feuillu","Non",3.2967258091115,49.8645538193251
"Quartier Saint-Jean","Chemin de Lehaucourt",1200,200,94,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.2898721550321,49.8601596460179
"Quartier Saint-Jean","Chemin de Lehaucourt",1200,200,107,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.28987942786517,49.8601750737369
"Quartier Saint-Jean","Chemin de Lehaucourt",1200,300,85,"EN PLACE","Adulte","Libre","Terre","Groupe","Non","Non renseigné",30,5,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.28988587300928,49.8601883466787
"Quartier Remicourt","Boulevard Jean Bouin",1200,200,58,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",20,5,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30663983700879,49.8496772183017
"Quartier Remicourt","Boulevard Jean Bouin",1200,200,63,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",20,5,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.3066251573321,49.8496824145164
"Quartier Remicourt","Boulevard Jean Bouin",1200,200,83,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",20,5,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30661073864346,49.8496879903477
"Quartier Remicourt","Boulevard Jean Bouin",1400,200,98,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",20,5,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.3065062624497,49.849772275286
"Quartier Remicourt","Boulevard Jean Bouin",1200,200,71,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",20,5,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30650389880581,49.8497990112433
"Quartier Remicourt","Boulevard Jean Bouin",1000,200,60,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",20,5,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30648183571285,49.8497636505912
"Quartier Remicourt","Boulevard Jean Bouin",800,200,48,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",20,5,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30644203628718,49.849762807774
"Quartier Remicourt","Boulevard Jean Bouin",700,200,46,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",20,5,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30643186397962,49.8497926685457
"Quartier Remicourt","Boulevard Jean Bouin",1200,200,56,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",20,5,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.30646990207392,49.8498038074398
"Quartier Remicourt","Boulevard Jean Bouin",1000,300,110,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30621151090513,49.8498637607926
"Quartier Remicourt","Boulevard Jean Bouin",1000,300,80,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30624362180738,49.8498533181345
"Quartier Remicourt","Boulevard Jean Bouin",1200,300,81,"EN PLACE","Jeune","Libre","Terre","Groupe","Non","Non renseigné",25,5,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.30626560329751,49.8498682669123
