"clc_quartier","clc_secteur","haut_tot","haut_tronc","tronc_diam","fk_arb_etat","fk_stadedev","fk_port","fk_pied","fk_situation","fk_revetement","dte_plantation","age_estim","fk_prec_estim","dte_abattage","fk_nomtech","villeca","feuillage","remarquable","long","lat"
"Quartier du Vermandois","Route d'Amiens",800,200,55,"EN PLACE","Jeune","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26005716428012,49.8557873201432
"Quartier du Vermandois","Route d'Amiens",800,200,58,"EN PLACE","Jeune","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26023031858932,49.8557130292172
"Quartier du Vermandois","Route d'Amiens",800,200,63,"EN PLACE","Jeune","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26039244228793,49.855638759797
"Quartier du Vermandois","Route d'Amiens",800,200,53,"EN PLACE","Jeune","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26056996621664,49.8555566135615
"Quartier du Vermandois","Route d'Amiens",800,200,62,"EN PLACE","Jeune","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26078121072468,49.8554541923083
"Quartier Saint-Martin - Oëstres","Route d'Amiens",1000,300,120,"EN PLACE","Adulte","semi libre","Bande de terre","Alignement","Non","Non renseigné",25,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26085484902466,49.8552775065249
"Quartier Saint-Martin - Oëstres","Route d'Amiens",1000,300,110,"EN PLACE","Adulte","semi libre","Bande de terre","Alignement","Non","Non renseigné",25,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26085592061482,49.8552174862463
"Quartier Saint-Martin - Oëstres","Route d'Amiens",1000,300,120,"EN PLACE","Adulte","semi libre","Bande de terre","Alignement","Non","Non renseigné",25,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26086044330386,49.8551131881633
"Quartier du Vermandois","Route d'Amiens",700,200,80,"EN PLACE","Jeune","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26171266719343,49.8548768580795
"Quartier du Vermandois","Route d'Amiens",700,200,70,"EN PLACE","Jeune","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26184150548438,49.8547653403205
"Quartier du Vermandois","Route d'Amiens",700,200,70,"EN PLACE","Jeune","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26198630825812,49.8546480841168
"Quartier du Vermandois","Route d'Amiens",800,200,80,"EN PLACE","Jeune","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26223518050971,49.8544288695713
"Quartier du Vermandois","Route d'Amiens",800,200,70,"EN PLACE","Jeune","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26236111495173,49.8543244889705
"Quartier du Vermandois","Route d'Amiens",700,200,60,"EN PLACE","Jeune","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26248919323381,49.8542086935834
"Quartier du Vermandois","Route d'Amiens",700,200,70,"EN PLACE","Jeune","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26260995221364,49.8540990935956
"Quartier du Vermandois","Route d'Amiens",700,200,50,"EN PLACE","Jeune","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26273583920704,49.8539861555146
"Quartier du Vermandois","Route d'Amiens",800,200,50,"EN PLACE","Jeune","semi libre","Bande de terre","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26285209941113,49.853877991226
"Quartier du Vermandois","Route d'Amiens",700,200,65,"EN PLACE","Jeune","semi libre","gazon","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26422442747885,49.8525900608455
"Quartier du Vermandois","Route d'Amiens",800,200,55,"EN PLACE","Jeune","semi libre","gazon","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26430262213345,49.8525153148275
"Quartier du Vermandois","Route d'Amiens",800,200,80,"EN PLACE","Jeune","semi libre","gazon","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26438449480596,49.8524411538466
"Quartier Saint-Martin - Oëstres","Route d'Amiens",500,100,45,"EN PLACE","Jeune","semi libre","gazon","Alignement","Non","Non renseigné",20,5,"Non renseigné","TILCOR","VILLE","Feuillu","Non",3.26450070771564,49.8523428532357
"Quartier du Vermandois","Rue de Lille",1400,300,65,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",30,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.26590773611406,49.8644152423882
"Quartier du Vermandois","Rue de Lille",1400,300,95,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",30,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.26592685850842,49.8644154391361
"Quartier du Vermandois","Rue de Lille",1400,300,70,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",30,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.26594090913486,49.8644303827438
"Quartier du Vermandois","Rue de Lille",1400,300,65,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",30,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.2659228910567,49.8644301843968
"Quartier du Vermandois","Rue de Lille",1400,300,90,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",30,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.26590523500304,49.8644290340357
"Quartier du Vermandois","Rue de Lille",1400,400,170,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",40,10,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.26571955657347,49.8644327654794
"Quartier du Vermandois","Rue de Lille",1200,400,165,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",40,10,"Non renseigné","PINNIGnig","VILLE","Conifère","Non",3.26563865013804,49.8644310407292
"Quartier de l'Europe","Place Roterham",2200,400,175,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","BETPEN","VILLE","Feuillu","Non",3.29026210651591,49.8595732872606
"Quartier de l'Europe","Place Roterham",900,200,115,"EN PLACE","Adulte","réduit relâché","Bande de terre","Alignement","Non","Non renseigné",40,10,"Non renseigné","ACEPSE","VILLE","Feuillu","Non",3.29013429770213,49.8597280931253
"Quartier de l'Europe","Place Roterham",900,200,130,"EN PLACE","Adulte","réduit relâché","Bande de terre","Alignement","Non","Non renseigné",40,10,"Non renseigné","ACEPLA","VILLE","Feuillu","Non",3.2901361195603,49.8596605834717
"Quartier de l'Europe","Place Roterham",900,200,130,"EN PLACE","Adulte","réduit relâché","Bande de terre","Alignement","Non","Non renseigné",40,10,"Non renseigné","ACEPLA","VILLE","Feuillu","Non",3.29013244160527,49.8595308102231
"Quartier de l'Europe","Place Roterham",900,200,145,"EN PLACE","Adulte","réduit relâché","Bande de terre","Alignement","Non","Non renseigné",40,10,"Non renseigné","ACEPLA","VILLE","Feuillu","Non",3.29013513409636,49.859487069291
"Quartier de l'Europe","Place Roterham",900,200,135,"EN PLACE","Adulte","réduit relâché","Bande de terre","Alignement","Non","Non renseigné",40,10,"Non renseigné","ACEPLA","VILLE","Feuillu","Non",3.29013417770168,49.8594480888519
"Quartier de l'Europe","Place Roterham",900,200,140,"EN PLACE","Adulte","réduit relâché","Bande de terre","Alignement","Non","Non renseigné",40,10,"Non renseigné","ACEPLA","VILLE","Feuillu","Non",3.29013541711809,49.8594076779928
"Quartier de l'Europe","Place Roterham",900,200,140,"EN PLACE","Adulte","réduit relâché","Bande de terre","Alignement","Non","Non renseigné",40,10,"Non renseigné","ACEPLA","VILLE","Feuillu","Non",3.29013940801835,49.8593335073041
"Quartier de l'Europe","Place Roterham",900,200,145,"EN PLACE","Adulte","réduit relâché","Bande de terre","Alignement","Non","Non renseigné",40,10,"Non renseigné","ACEPLA","VILLE","Feuillu","Non",3.29013833777011,49.8592745628409
"Quartier de l'Europe","Place Roterham",900,200,130,"EN PLACE","Adulte","réduit relâché","Bande de terre","Alignement","Non","Non renseigné",40,10,"Non renseigné","ACEPLA","VILLE","Feuillu","Non",3.29013725766329,49.8592137151117
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,70,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",25,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.3052543059056,49.8427904072854
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",800,200,85,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",25,2,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.3052926677522,49.8428437933281
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",800,200,70,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",25,2,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.30537044068023,49.8428496605738
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,90,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",25,2,"Non renseigné","ACEPLA","CASQ","Feuillu","Non",3.30489188430719,49.8429811328948
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,90,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",25,2,"Non renseigné","ACEPLA","CASQ","Feuillu","Non",3.30497796912938,49.8430088483731
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,95,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",25,2,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30503613795949,49.8430553519995
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1200,200,105,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",25,2,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30505094613691,49.8430731418191
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1500,200,95,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",25,2,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30506162165853,49.8430912399641
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1200,200,85,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",25,2,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30507483707821,49.8430730815315
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2000,250,75,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",25,2,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30495834752525,49.8431774158831
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1500,800,60,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",25,2,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.3049793988678,49.843194240088
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",800,300,30,"EN PLACE","Jeune","semi libre","gazon","Isolé","Non","Non renseigné",10,10,"Non renseigné","FRAEXC","CASQ","Feuillu","Non",3.30495063361467,49.843239950045
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2200,300,90,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",25,10,"Non renseigné","ALNGLU","CASQ","Feuillu","Non",3.30489665428441,49.8433102068028
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1300,250,70,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",20,10,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30491262098679,49.843275461737
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2100,200,85,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",20,10,"Non renseigné","ACEPLA","CASQ","Feuillu","Non",3.30493324029638,49.8432815918913
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,60,"EN PLACE","Adulte","têtard","gazon","Isolé","Non","Non renseigné",15,10,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30501273442361,49.8432694647757
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",800,200,60,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",15,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.3050365388339,49.8432178725787
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",800,200,60,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",15,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30506166518894,49.8432398674446
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",900,50,60,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",20,10,"Non renseigné","PRUCERpis","CASQ","Feuillu","Non",3.30512122699434,49.8432672921155
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,250,65,"EN PLACE","Adulte","têtard","gazon","Alignement","Non","Non renseigné",15,10,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30508762377074,49.8433029362522
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,60,"EN PLACE","Adulte","têtard","gazon","Alignement","Non","Non renseigné",15,10,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30516684429908,49.8432984589193
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,60,"EN PLACE","Adulte","têtard","gazon","Alignement","Non","Non renseigné",15,10,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30522835444577,49.8433196983538
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,60,"EN PLACE","Adulte","têtard","gazon","Alignement","Non","Non renseigné",15,10,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30527674957175,49.8433606998671
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1100,200,40,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",15,10,"Non renseigné","ALNCOR","CASQ","Feuillu","Non",3.30534804921038,49.8432977692509
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1100,200,45,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",15,10,"Non renseigné","ALNCOR","CASQ","Feuillu","Non",3.30536264023501,49.8433405183123
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1100,200,50,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",15,10,"Non renseigné","ALNCOR","CASQ","Feuillu","Non",3.3054235359207,49.843320399031
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1100,200,40,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",15,10,"Non renseigné","ALNCOR","CASQ","Feuillu","Non",3.30542929722998,49.8433619816041
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,65,"EN PLACE","Adulte","têtard","gazon","Alignement","Non","Non renseigné",15,10,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30536623364262,49.843388286644
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,65,"EN PLACE","Adulte","têtard","gazon","Alignement","Non","Non renseigné",15,10,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30546195072136,49.8434134809267
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,250,80,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",25,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30559015236952,49.8434616513802
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",2500,600,115,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",40,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30561092570411,49.8434688248194
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,200,60,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",20,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30562516027424,49.8434643203475
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1900,350,70,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",20,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30562662629992,49.8434758217608
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1500,300,50,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",20,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30565604737696,49.843478362314
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1700,300,110,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","AESHIP","CASQ","Feuillu","Non",3.30600732195115,49.8435406706337
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,70,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",35,10,"Non renseigné","PINNIGnig","CASQ","Conifère","Non",3.30604685375856,49.8435129988999
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1500,500,80,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",35,10,"Non renseigné","PINNIGnig","CASQ","Conifère","Non",3.30602521218177,49.8434593330769
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1200,200,65,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",35,10,"Non renseigné","PINNIGnig","CASQ","Conifère","Non",3.30611668934481,49.8435128240053
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1300,300,110,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",35,10,"Non renseigné","PINNIGnig","CASQ","Conifère","Non",3.30622710788912,49.8434087911512
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",900,200,80,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",35,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.30618415400607,49.8432334774118
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",900,200,60,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",35,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.3062811005259,49.8432186148351
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",900,200,80,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",35,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.30630346288019,49.8432699025287
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",900,200,80,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",35,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.30678134823331,49.8434416682392
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1100,150,155,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",35,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.3068615399406,49.8433421083604
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,100,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",35,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.30696263168389,49.8433743009153
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,65,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",35,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.30697185696108,49.8433804578082
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1300,200,100,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",35,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.30699181925597,49.8433993037824
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1300,350,75,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",35,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.30700898907338,49.8434124534392
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,50,110,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",35,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.30701559402609,49.8434106533354
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,70,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",35,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.30702810080183,49.8434275588575
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1100,200,65,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",35,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.30702716048013,49.8434236980694
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1100,300,100,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",35,10,"Non renseigné","CARBET","CASQ","Feuillu","Non",3.30704368147107,49.8434206852738
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",600,200,25,"EN PLACE","Jeune","semi libre","gazon","Isolé","Non","Non renseigné",8,5,"Non renseigné","QUERUB","CASQ","Feuillu","Non",3.30661548930111,49.8436201337019
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",600,200,20,"EN PLACE","Jeune","semi libre","gazon","Isolé","Non","Non renseigné",8,5,"Non renseigné","QUERUB","CASQ","Feuillu","Non",3.30653145991165,49.843582598157
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,45,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",12,5,"Non renseigné","ALNCOR","CASQ","Feuillu","Non",3.30634129097166,49.8436824331542
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,45,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",12,5,"Non renseigné","ALNCOR","CASQ","Feuillu","Non",3.30628705565181,49.8436485786386
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,45,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",12,5,"Non renseigné","ALNCOR","CASQ","Feuillu","Non",3.30623727035967,49.8436213682064
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,35,"EN PLACE","Adulte","semi libre","gazon","Alignement","Non","Non renseigné",12,5,"Non renseigné","ALNCOR","CASQ","Feuillu","Non",3.30618268445705,49.8435901281148
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,55,"EN PLACE","Adulte","têtard","gazon","Alignement","Non","Non renseigné",12,5,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30595162556205,49.8435915387926
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,60,"EN PLACE","Adulte","têtard","gazon","Alignement","Non","Non renseigné",12,5,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30603316084245,49.8436266924594
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,60,"EN PLACE","Adulte","têtard","gazon","Alignement","Non","Non renseigné",12,5,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30612666014574,49.8436650838413
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,55,"EN PLACE","Adulte","têtard","gazon","Alignement","Non","Non renseigné",12,5,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30621874017463,49.8436963484315
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,50,"EN PLACE","Adulte","têtard","gazon","Alignement","Non","Non renseigné",12,5,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30631231593942,49.8437322436841
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1000,200,50,"EN PLACE","Adulte","têtard","gazon","Alignement","Non","Non renseigné",12,5,"Non renseigné","SALALB","CASQ","Feuillu","Non",3.30636371563194,49.8437527950523
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",700,200,30,"SUPPRIMÉ","Jeune","semi libre","gazon","Groupe","Non","Non renseigné",8,5,"2016/08/01 00:00:00+00","FRAEXC","CASQ","Feuillu","Non",3.30647690505908,49.8437313960416
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",700,200,25,"EN PLACE","Jeune","semi libre","gazon","Groupe","Non","Non renseigné",8,5,"Non renseigné","FRAEXC","CASQ","Feuillu","Non",3.30654478406377,49.8437235237819
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",700,200,25,"SUPPRIMÉ","Jeune","semi libre","gazon","Groupe","Non","Non renseigné",8,5,"2017/07/31 22:00:00+00","FRAEXC","CASQ","Feuillu","Non",3.30654719219518,49.8437571754815
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,350,130,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",40,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.3067367015308,49.8437297995608
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1400,250,60,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",40,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30675701110787,49.8437147727009
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,300,120,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",40,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30677516199224,49.8437075957489
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1600,300,115,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",40,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30677622045008,49.843700106537
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,400,170,"EN PLACE","Adulte","semi libre","gazon","Isolé","Non","Non renseigné",40,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30696015816486,49.8437257909632
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,500,120,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",50,10,"Non renseigné","TILPLA","CASQ","Feuillu","Non",3.30693947924241,49.8437711242299
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,500,75,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",35,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30691526719944,49.8437790300058
"Quartier du faubourg d'Isle","Parc d'Isle Jacques Braconnier",1800,1000,60,"EN PLACE","Adulte","semi libre","gazon","Groupe","Non","Non renseigné",35,10,"Non renseigné","BETPEN","CASQ","Feuillu","Non",3.30692363387283,49.8437950526982
